🇨🇳央视+凤凰,#genre#
高清大片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943678
古天乐,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198610
热剧联播,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943613
喜剧联盟,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637444830
僵尸剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627033504
狄仁杰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625574493
谍战剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/634274665
经典贺岁,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774662
追剧少女,http://112.74.200.9:88/tv000000/m3u8.php?/migu/617432318
怀旧老片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/621640582
武侠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198822
盗墓方法,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625681367
周润发,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984
古龙作,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313
周星驰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112
成龙,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890
张国荣,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707689526
郭富城,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528330
刘德华,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648
KiD影院9,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198822/index.m3u8
KiD影院10,http://112.74.200.9:88/tv000000/m3u8.php?/migu/617432318/index.m3u8


每日科幻电影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
云上电影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
新片放映厅,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
喜剧联盟,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
古天乐影院,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
成龙作品集,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
郭富城影院,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
张国荣影院,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
周润发影院,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
怀旧老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
午夜失眠剧场,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
吴京作品集,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
葛优作品集,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
刘德华影院,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
僵尸剧场,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
刘亦菲影视展播,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
TVB剧场,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
金庸频道,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
盗墓方法论,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
试胆大会,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能烧脑时刻,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
杨幂作品集,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
每日荐影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
金庸频道,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774640
新片放映厅,http://112.74.200.9:88/tv000000/m3u8.php?/migu/619495952
高分影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198191
欢笑剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623674859
盗墓,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625525181
试胆大会,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637483721
高能烧脑时刻,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542365
杨幂影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542372
刘亦菲影视展播,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528386
咪咕云上电影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625703337
咪咕暑期剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198692
黄金剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625155140
军旅剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625643517
少林剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625526423
高清大片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943678
古天乐影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198610
热剧联播,http://112.74.200.9:88/tv000000/m3u8.php?/migu/629943613
喜剧联盟,http://112.74.200.9:88/tv000000/m3u8.php?/migu/637444830
僵尸剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627033504
深夜失眠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625759558
神探狄仁杰,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625574493
红色谍战剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/634274665
经典贺岁片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774662
每日科幻电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625204865
追剧少女,http://112.74.200.9:88/tv000000/m3u8.php?/migu/617432318
怀旧老片,http://112.74.200.9:88/tv000000/m3u8.php?/migu/621640582
武侠剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198822
盗墓笔记,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625681367
周润发影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984
古龙作品集,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313
成龙作品集,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890
张国荣影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707689526
郭富城影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528330
刘德华影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648

咪咕_周星驰影院,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
咪咕_古天乐影院,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
咪咕_成龙作影院,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
咪咕_郭富城影院,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
咪咕_张国荣影院,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
咪咕_刘德华影院,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
咪咕_周润发影院,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
咪咕_吴京影院,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
咪咕_葛优影院,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
咪咕_杨幂影院,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
咪咕_古龙作品,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
咪咕_高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
咪咕_怀旧老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
咪咕_午夜剧场,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
咪咕_云上影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
咪咕_科幻电影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
咪咕_僵尸剧场,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
咪咕_影视展播,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
咪咕_TVB剧场,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
咪咕_金庸影视,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
咪咕_新片放映,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
咪咕_盗墓影视,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
咪咕_试胆大会,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
咪咕_高能烧脑,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
咪咕_4K剧场,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
咪咕_爱情公寓,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
咪咕_军旅剧场,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
咪咕_剧场公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
咪咕_谍战剧场,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
咪咕_少林剧场,http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
咪咕_神探狄仁杰,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
咪咕_黄金剧场,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
咪咕_追剧少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
咪咕_经典贺岁,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
咪咕_每日荐影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
咪咕_武侠剧场,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8
咪咕_奥运频道,http://117.148.179.173/PLTV/88888888/224/3221232023/index.m3u8
咪咕_高清影视1, http://117.148.179.163/PLTV/88888888/224/3221231556/index.m3u8
咪咕_高清影视2, http://117.148.179.163/PLTV/88888888/224/3221231627/index.m3u8
咪咕_高清影视3, http://117.148.179.163/PLTV/88888888/224/3221231504/index.m3u8
咪咕_高清影视4, http://117.148.179.163/PLTV/88888888/224/3221231564/index.m3u8
咪咕_高清影视5, http://117.148.179.163/PLTV/88888888/224/3221231565/index.m3u8
咪咕_高清影视6, http://117.148.179.163/PLTV/88888888/224/3221231699/index.m3u8
咪咕_高清影视7, http://117.148.179.163/PLTV/88888888/224/3221231727/index.m3u8
咪咕_高清影视8, http://117.148.179.163/PLTV/88888888/224/3221231763/index.m3u8
咪咕_高清影视9, http://117.148.179.163/PLTV/88888888/224/3221231787/index.m3u8



咪咕视频1,http://39.135.55.105:6610/PLTV/88888888/224/3221226564/index.m3u8?servicetype=1
咪咕视频2,http://39.135.55.105:6610/PLTV/88888888/224/3221226565/index.m3u8?servicetype=1
咪咕视频3,http://39.135.55.105:6610/PLTV/88888888/224/3221226568/index.m3u8?servicetype=1
咪咕视频4,http://39.135.55.105:6610/PLTV/88888888/224/3221226569/index.m3u8?servicetype=1
咪咕视频5,http://39.135.55.105:6610/PLTV/88888888/224/3221226573/index.m3u8?servicetype=1
咪咕视频6,http://39.135.55.105:6610/PLTV/88888888/224/3221226638/index.m3u8?servicetype=1
咪咕视频7,http://39.135.55.105:6610/PLTV/88888888/224/3221226642/index.m3u8?servicetype=1
咪咕视频8,http://39.135.55.105:6610/PLTV/88888888/224/3221226646/index.m3u8?servicetype=1
咪咕视频9,http://39.135.55.105:6610/PLTV/88888888/224/3221227047/index.m3u8?servicetype=1
咪咕视频10,http://39.135.55.105:6610/PLTV/88888888/224/3221227107/index.m3u8?servicetype=1
咪咕视频11,http://39.135.55.105:6610/PLTV/88888888/224/3221227158/index.m3u8?servicetype=1
咪咕视频12,http://39.135.55.105:6610/PLTV/88888888/224/3221227189/index.m3u8?servicetype=1
咪咕视频13,http://39.135.55.105:6610/PLTV/88888888/224/3221227228/index.m3u8?servicetype=1


🐕酷狗频道,#genre#
电影2,http://117.148.179.163/PLTV/88888888/224/3221231640/index.m3u8
电影3,http://117.148.179.163/PLTV/88888888/224/3221231643/index.m3u8
电影4,http://117.148.179.163/PLTV/88888888/224/3221231652/index.m3u8
电影6,http://117.148.179.163/PLTV/88888888/224/3221231672/index.m3u8
电影7,http://117.148.179.163/PLTV/88888888/224/3221231679/index.m3u8
电影8,http://117.148.179.163/PLTV/88888888/224/3221231699/index.m3u8
电影9,http://117.148.179.163/PLTV/88888888/224/3221231727/index.m3u8
电影10,http://117.148.179.163/PLTV/88888888/224/3221231787/index.m3u8
电影11,http://117.148.179.163/PLTV/88888888/224/3221231504/index.m3u8
电影14,http://117.148.179.163/PLTV/88888888/224/3221231565/index.m3u8
电影15,http://117.148.179.163/PLTV/88888888/224/3221231564/index.m3u8
电影16,http://117.148.179.163/PLTV/88888888/224/3221231568/index.m3u8
电影17,http://117.148.179.163/PLTV/88888888/224/3221231583/index.m3u8
电影18,http://117.148.179.163/PLTV/88888888/224/3221231498/index.m3u8
影视1,http://117.148.179.163/PLTV/88888888/224/3221231556/index.m3u8
影视2,http://117.148.179.163/PLTV/88888888/224/3221231624/index.m3u8
影视3,http://117.148.179.163/PLTV/88888888/224/3221231634/index.m3u8
影视5,http://117.148.179.163/PLTV/88888888/224/3221231637/index.m3u8
影视5,http://117.148.179.163/PLTV/88888888/224/3221231645/index.m3u8
影视6,http://117.148.179.163/PLTV/88888888/224/3221231657/index.m3u8
影视7,http://117.148.179.163/PLTV/88888888/224/3221231627/index.m3u8
影视8,http://117.148.179.163/PLTV/88888888/224/3221231763/index.m3u8
影视9,http://117.148.179.163/PLTV/88888888/224/3221231628/index.m3u8

📺埋堆堆,#genre#
埋堆堆1,http://txtest-xp2p.p2p.huya.com/src/1199561277675-1199561277675-5434860597135015936-2399122678806-10057-A-0-1.xs
埋堆堆2,http://txtest-xp2p.p2p.huya.com/src/1199563477578-1199563477578-5444309108574388224-2399127078612-10057-A-0-1.xs
埋堆堆3,http://txtest-xp2p.p2p.huya.com/src/1199561226091-1199561226091-5434639045542019072-2399122575638-10057-A-0-1.xs
埋堆堆4,http://txtest-xp2p.p2p.huya.com/src/1199563478941-1199563478941-5444314962614812672-2399127081338-10057-A-0-1.xs
埋堆堆5,http://txtest-xp2p.p2p.huya.com/src/1199563995872-1199563995872-5446535164354101248-2399128115200-10057-A-0-1.xs
埋堆堆6,http://txtest-xp2p.p2p.huya.com/src/1199563484986-1199563484986-5444340925692116992-2399127093428-10057-A-0-1.xs
埋堆堆7,http://txtest-xp2p.p2p.huya.com/src/1199561181108-1199561181108-5434445845028143104-2399122485672-10057-A-0-1.xs
埋堆堆8,http://txtest-xp2p.p2p.huya.com/src/1199563481163-1199563481163-5444324506032144384-2399127085782-10057-A-0-1.xs
埋堆堆9,http://txtest-xp2p.p2p.huya.com/src/1199563491091-1199563491091-5444367146467459072-2399127105638-10057-A-0-1.xs
埋堆堆10,http://txtest-xp2p.p2p.huya.com/src/1199563479466-1199563479466-5444317217472643072-2399127082388-10057-A-0-1.xs
埋堆堆11,http://txtest-xp2p.p2p.huya.com/src/1199561179151-1199561179151-5434437439777144832-2399122481758-10057-A-0-1.xs
埋堆堆12,http://txtest-xp2p.p2p.huya.com/src/1199561223711-1199561223711-5434628823519854592-2399122570878-10057-A-0-1.xs
埋堆堆13,http://txtest-xp2p.p2p.huya.com/src/1199561223732-1199561223732-5434628913714167808-2399122570920-10057-A-0-1.xs
埋堆堆14,http://txtest-xp2p.p2p.huya.com/src/1199561245453-1199561245453-5434722204698804224-2399122614362-10057-A-0-1.xs
埋堆堆15,http://txtest-xp2p.p2p.huya.com/src/1199563479551-1199563479551-5444317582544863232-2399127082558-10057-A-0-1.xs
埋堆堆16,http://txtest-xp2p.p2p.huya.com/src/1199564003640-1199564003640-5446568527660056576-2399128130736-10057-A-0-1.xs
埋堆堆17,http://txtest-xp2p.p2p.huya.com/src/1199561217760-1199561217760-5434603264169476096-2399122558976-10057-A-0-1.xs
埋堆堆18,http://txtest-xp2p.p2p.huya.com/src/1199563995848-1199563995848-5446535061274886144-2399128115152-10057-A-0-1.xs
埋堆堆19,http://txtest-xp2p.p2p.huya.com/src/1199563478721-1199563478721-5444314017722007552-2399127080898-10057-A-0-1.xs
埋堆堆20,http://txtest-xp2p.p2p.huya.com/src/1199561185548-1199561185548-5434464914682937344-2399122494552-10057-A-0-1.xs
埋堆堆21,http://txtest-xp2p.p2p.huya.com/src/1199564062365-1199564062365-5446820749614514176-2399128248186-10057-A-0-1.xs
埋堆堆22,http://txtest-xp2p.p2p.huya.com/src/1199563478540-1199563478540-5444313240332926976-2399127080536-10057-A-0-1.xs
埋堆堆23,http://txtest-xp2p.p2p.huya.com/src/1199563493375-1199563493375-5444376956172763136-2399127110206-10057-A-0-1.xs
埋堆堆24,http://txtest-xp2p.p2p.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.xs
埋堆堆25,http://txtest-xp2p.p2p.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.xs
埋堆堆26,http://txtest-xp2p.p2p.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.xs
埋堆堆27,http://txtest-xp2p.p2p.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.xs
埋堆堆28,http://txtest-xp2p.p2p.huya.com/src/1199561462555-1199561462555-5435654650688700416-2399123048566-10057-A-0-1.xs
埋堆堆29,http://txtest-xp2p.p2p.huya.com/src/1199563479615-1199563479615-5444317857422770176-2399127082686-10057-A-0-1.xs
埋堆堆30,http://txtest-xp2p.p2p.huya.com/src/1199561277686-1199561277686-5434860644379656192-2399122678828-10057-A-0-1.xs
埋堆堆31,http://txtest-xp2p.p2p.huya.com/src/1199561391895-1199561391895-5435351168299565056-2399122907246-10057-A-0-1.xs
埋堆堆32,http://txtest-xp2p.p2p.huya.com/src/1199563491137-1199563491137-5444367344035954688-2399127105730-10057-A-0-1.xs
埋堆堆33,http://txtest-xp2p.p2p.huya.com/src/1199563459301-1199563459301-5444230609457119232-2399127042058-10057-A-0-1.xs
埋堆堆34,http://txtest-xp2p.p2p.huya.com/src/1199563459301-1199563459301-5444230609457119232-2399127042058-10057-A-0-1.xs
埋堆堆35,http://txtest-xp2p.p2p.huya.com/src/1199561277694-1199561277694-5434860678739394560-2399122678844-10057-A-0-1.xs
埋堆堆36,http://txtest-xp2p.p2p.huya.com/src/1199561178473-1199561178473-5434434527789318144-2399122480402-10057-A-0-1.xs
埋堆堆37,http://txtest-xp2p.p2p.huya.com/src/1199564000752-1199564000752-5446556123794505728-2399128124960-10057-A-0-1.xs
埋堆堆38,http://txtest-xp2p.p2p.huya.com/src/1199561179116-1199561179116-5434437289453289472-2399122481688-10057-A-0-1.xs
埋堆堆39,http://txtest-xp2p.p2p.huya.com/src/1199561276781-1199561276781-5434856757434253312-2399122677018-10057-A-0-1.xs
埋堆堆40,http://txtest-xp2p.p2p.huya.com/src/1199563483195-1199563483195-5444333233405689856-2399127089846-10057-A-0-1.xs
埋堆堆41,http://txtest-xp2p.p2p.huya.com/src/1199561240999-1199561240999-5434703074914467840-2399122605454-10057-A-0-1.xs
埋堆堆42,http://txtest-xp2p.p2p.huya.com/src/1199561276760-1199561276760-5434856667239940096-2399122676976-10057-A-0-1.xs
埋堆堆43,http://txtest-xp2p.p2p.huya.com/src/1199564061580-1199564061580-5446817378065186816-2399128246616-10057-A-0-1.xs
埋堆堆44,http://txtest-xp2p.p2p.huya.com/src/1199561241049-1199561241049-5434703289662832640-2399122605554-10057-A-0-1.xs
埋堆堆45,http://txtest-xp2p.p2p.huya.com/src/1199561218716-1199561218716-5434607370158211072-2399122560888-10057-A-0-1.xs
埋堆堆46,http://txtest-xp2p.p2p.huya.com/src/1199563489752-1199563489752-5444361395506249728-2399127102960-10057-A-0-1.xs
埋堆堆47,http://txtest-xp2p.p2p.huya.com/src/1199561244004-1199561244004-5434715981291192320-2399122611464-10057-A-0-1.xs
埋堆堆48,http://txtest-xp2p.p2p.huya.com/src/1199564060588-1199564060588-5446813117457629184-2399128244632-10057-A-0-1.xs
埋堆堆49,http://txtest-xp2p.p2p.huya.com/src/1199563481280-1199563481280-5444325008543318016-2399127086016-10057-A-0-1.xs
埋堆堆50,http://txtest-xp2p.p2p.huya.com/src/1199561153241-1199561153241-5434326157174505472-2399122429938-10057-A-0-1.xs
埋堆堆51,http://txtest-xp2p.p2p.huya.com/src/1199561277724-1199561277724-5434860807588413440-2399122678904-10057-A-0-1.xs
埋堆堆52,http://txtest-xp2p.p2p.huya.com/src/1199561463578-1199561463578-5435659044440244224-2399123050612-10057-A-0-1.xs
埋堆堆53,http://txtest-xp2p.p2p.huya.com/src/1199564067003-1199564067003-5446840669672833024-2399128257462-10057-A-0-1.xs
埋堆堆54,http://txtest-xp2p.p2p.huya.com/src/1199563478867-1199563478867-5444314644787232768-2399127081190-10057-A-0-1.xs
埋堆堆55,http://txtest-xp2p.p2p.huya.com/src/1199561219773-1199561219773-5434611909938642944-2399122563002-10057-A-0-1.xs
埋堆堆56,http://txtest-xp2p.p2p.huya.com/src/1199563486009-1199563486009-5444345319443660800-2399127095474-10057-A-0-1.xs
埋堆堆57,http://txtest-xp2p.p2p.huya.com/src/1199561276763-1199561276763-5434856680124841984-2399122676982-10057-A-0-1.xs
埋堆堆58,http://txtest-xp2p.p2p.huya.com/src/1199561176260-1199561176260-5434425023026692096-2399122475976-10057-A-0-1.xs 
埋堆堆59,http://txtest-xp2p.p2p.huya.com/src/1199561462555-1199561462555-5435654650688700416-2399123048566-10057-A-0-1.xs 
埋堆堆60,http://txtest-xp2p.p2p.huya.com/src/1199563479466-1199563479466-5444317217472643072-2399127082388-10057-A-0-1.xs
埋堆堆61,http://txtest-xp2p.p2p.huya.com/src/1199561153167-1199561153167-5434325839346925568-2399122429790-10057-A-0-1.xs
埋堆堆63,http://txtest-xp2p.p2p.huya.com/src/1199561182641-1199561182641-5434452429213007872-2399122488738-10057-A-0-1.xs 
埋堆堆64,http://txtest-xp2p.p2p.huya.com/src/1199561177177-1199561177177-5434428961511702528-2399122477810-10057-A-0-1.xs 
埋堆堆65,http://txtest-xp2p.p2p.huya.com/src/1199563564801-1199563564801-5444683728506847232-2399127253058-10057-A-0-1.xs
埋堆堆66,http://txtest-xp2p.p2p.huya.com/src/1199563488528-1199563488528-5444356138466279424-2399127100512-10057-A-0-1.xs
埋堆堆67,http://txtest-xp2p.p2p.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.xs
埋堆堆68,http://txtest-xp2p.p2p.huya.com/src/1199561158071-1199561158071-5434346901866545152-2399122439598-10057-A-0-1.xs


🐯HUYA影视,#genre#
精彩电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
星空卫视,http://120.84.96.32:808/hls/79/index.m3u8
J2娱乐,http://120.84.96.32:808/hls/86/index.m3u8
欧美大片,https://magselect-stirr.amagi.tv/playlist1080p.m3u8
哒啵赛事,http://39.135.55.105:6610/PLTV/88888888/224/3221225894/index.m3u8?servicetype=1
哒啵赛事,http://39.135.55.105:6610/PLTV/88888888/224/3221226676/index.m3u8?servicetype=1
哒啵赛事,http://39.135.55.105:6610/PLTV/88888888/224/3221226680/index.m3u8?servicetype=1
黑莓动画,http://39.135.55.105:6610/PLTV/88888888/224/3221225878/index.m3u8?servicetype=1
黑莓电影,http://39.135.55.105:6610/PLTV/88888888/224/3221225891/index.m3u8?servicetype=1
芒果TV,http://39.135.55.105:6610/PLTV/88888888/224/3221226887/index.m3u8?servicetype=1
华数 ,http://hls-ott-zhibo.wasu.tv/live/442/index.m3u8
红牛TV,https://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_3360.m3u8
美剧频道 ,http://210.210.155.35:80/session/676c25ba-724e-11e9-834b-8ac28bf32f5a/dr9445/h/h16/02.m3u8
电影台,http://data.3g.yy.com/live/hls/29900720/29900720

电影,http://txtest-xp2p.p2p.huya.com/src/1199530067986-1199530067986-5300816003561684992-2399060259428-10057-A-0-1.xs


1905电影,http://36.101.206.161/txdirect.hls.huya.com/src/1199513205060-1199513205060-5228390287876816896-2399026533576-10057-A-0-1.m3u8#http://txtest-xp2p.p2p.huya.com/src/1199513205060-1199513205060-5228390287876816896-2399026533576-10057-A-0-1.xs
TVB官方,http://111.6.244.41/tx.hls.huya.com/src//1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.m3u8?wsSecret=b5e05987bb018804424740ab8f94c9ac&wsTime=626d16cb&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Acp1%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*#http://txtest-xp2p.p2p.huya.com/src/1199561181026-1199561181026-5434445492840824832-2399122485508-10057-A-0-1.xs


海绵宝宝,http://111.6.244.41/txdirect.hls.huya.com/src/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1.m3u8?wsSecret=8510d58eb0162e0de21185b980477b05&wsTime=626d439c&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Awx6%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*#http://txtest-xp2p.p2p.huya.com/src/1423782096-1423782096-6115097538950332416-2847687648-10057-A-0-1.xs
蜡笔小新,http://111.6.244.41/tx.hls.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.m3u8?wsSecret=8f5d6a42c73876da3743b57a033c0e7a&wsTime=61250236&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw==&ctype=huya_tars&txyp=o:d3;&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&dispatch_from=ztc100.112.158.96&utime=1629815376492_#http://txtest-xp2p.p2p.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1-imgplus.xs
猫和老鼠,http://111.6.244.41/tx.hls.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8?wsSecret=c0e7457bb7fe0e9afac328a4ee972d82&wsTime=626bcd8f&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Asjz3%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*#http://txtest-xp2p.p2p.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.xs

爆笑虫子,http://111.6.244.41/txdirect.hls.huya.com/huyalive/98282154-98282154-422118637210435584-3465852224-10057-A-0-1.m3u8#http://txtest-xp2p.p2p.huya.com/src/98282154-98282154-422118637210435584-3465852224-10057-A-0-1.xs

中华小当家,http://36.101.206.161/txdirect.hls.huya.com/huyalive/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1.m3u8?wsSecret=9a52402588a0294acead2df3b623780f&wsTime=62707e38&fm=RFdxOEJjSjNoNkRKdDZUWV8kMF8kMV8kMl8kMw%3D%3D&ctype=huya_tars&txyp=o%3Afz6%3B&fs=bgct#http://txtest-xp2p.p2p.huya.com/src/1449588921-1449588921-6225937008338927616-2789274526-10057-A-0-1.xs

